6E0365E1,4051
518BBDFF,2388
4E4C147D,2147
4E868DEC,1994
936EACBE07F201DF,1710
4E3844F8,1093
0F9B6690,687
4FA1A9F1,662
E6EFD52A17E0DCE7,577
4F03D114,476
4E23381A,399
533CED25,370
6BA85466,358
4D07731B,296
24ED6494,244
50EDF548,230
4E239460,221
4EC55518,194
1C246F66,182
4CE3E7ED,173
516FCC68,167
1A8B07A8,165
4CEBD70D,152
4E5C0175,151
36861A07,107
019C5F95,100
4E7BB3A6,85
D3851EF1BDBBD0A0,84
5B46CAB3,83
514A6890,78
50EA76A5,78
2C8405F7,73
70114E4D,70
C6B48562688C65FF,69
EEF8476D4D869D90,66
4F98AEAB,64
B3998086D056CFFA,61
89B873F91884107C,60
4E3BD045,54
4E49EF7F,52
6C4A0515,48
4E148402,48
53B4227B,47
3BFAFB04,45
55F90FC0,44
52D3ED06,43
1BF62C15,43
3F2E61F1,42
4EA528DC,41
59CFCAF7,39
429F0028,39
7FD75BF2,38
4A0BC9CD,38
457EE329,38
38ECCF9B,35
4D899231,33
43C745A6,33
0A517A64,33
5AA22123,32
516A7668,32
0B4B168C,32
BFA5A25B50063208,30
4F5EB076,30
31F331E3,29
9889EEE2E24097F8,28
04D859F3,28
51D957B6,27
506951AF,25
4B082E6E,25
37D7381A,25
306456F4,25
7A4D1852,24
35921AA5,24
11F7AB00,24
51402BBB,23
0AE3AC42,23
4A4AD5CB,22
460B1D87,22
7089E9BF,21
5167C6D3,21
4BD8EA0D,21
3FF45CF6,21
1BAFC5EE,21
551165B7,20
4DF55E4C,20
2B5B9E70,20
75417857,19
713EF52E,19
670459EE,19
5EE73E8C,19
F2B98E6123572C4E,18
53EDD29C,18
530AACB2,18
51DC372A,18
5158E945,18
4F4C0FAA,18
717DA437,17
60378805,17
5088939E,17
4E002180,17
06E512F2,17
BA8E60C542CD41E8,16
B4A6499DF92D64CF,16
51A49A6F,16
50137D63,16
4DFF5300,16
2932C8D7,16
5868CCCD,15
4E5B9304,15
4D95F20D,15
4A7D77FB,15
428859AD,15
87C356686C811C62,14
77C9C1C5,14
4FBD7B24,14
4D3E985C,14
0C526537,14
67116EB2,13
60501062,13
57761F01,13
55A37EFE,13
550CADCE,13
4FB14F0E,13
4F8F4434,13
4EDC42DA,13
4E8F00B1,13
4E3153DD,13
4DB58605,13
26E121C2,13
1896FE05,13
09451073,13
DC683E8C30DC184B,12
52A52B6E,12
51A830F9,12
4E72E781,12
4DDF903B,12
4C25C779,12
356A6754,12
2113915E,12
F2F62401EB3370E2,11
6E80253D,11
6786CA56,11
51997AA6,11
50081A9C,11
4FF00B43,11
4FBE0C6F,11
4D70A3BB,11
4C54FE6C,11
480DF441,11
4489B545,11
36FE664C,11
30A0E92B,11
2C632EF7,11
0C3EAF70,11
FD729CF6D9E3C64B,10
66B0469F,10
55A5E02D,10
50C35B1A,10
4EA13FBD,10
4E25B050,10
433A8EFF,10
3882A06F,10
035B92A2,10
AB564B63EC842FE7,9
91E0F326280D929B,9
7EA4FB92,9
54D4942E,9
52CF5885,9
52CE582E,9
50892E9D,9
4FEAC533,9
4FB367B5,9
4F54C997,9
4DF190C0,9
4DB9859D,9
0236D748,9
D54A2E6AF4A61095,8
7EF1E7C0,8
684F47B9,8
541183DC,8
53104574,8
519E6D02,8
4D174797,8
4CEE7EDC,8
4780E246,8
14E3675B,8
03F36798,8
BCB90D20A525D82F,7
B97F4504AD52946C,7
94702564D49BF686,7
7A027E6B,7
79A17C41,7
55C04B37,7
55716945,7
5534C55E,7
54605D1E,7
528DDE3A,7
512E116B,7
512D704E,7
5123A62A,7
51046622,7
50F3967A,7
50320C05,7
501802AB,7
4F69DEC4,7
4ED0CF50,7
4E696156,7
4E2E47F2,7
4D772586,7
4C908B27,7
4740D802,7
440C8E80,7
3459D54F,7
189C2EA5,7
13D34AA2,7
01A6809F,7
970F983909AA8949,6
776C7D76,6
775CA095,6
71C35077,6
6E65A16B,6
693896C8,6
55BA29F4,6
55B6301B,6
5423AAD2,6
5354B2A0,6
5236BAD8,6
51DCF83B,6
51DC3747,6
50BDD675,6
50A33C75,6
5032ED34,6
5010A7EC,6
4FBEF03D,6
4FBAB256,6
4F891256,6
4F7510C0,6
4E9FB947,6
4E254303,6
4DAEDC37,6
4D6F8BE8,6
48B3A027,6
46C1C6C2,6
42BD2A4C,6
35E5BC5A,6
22227436,6
0FBCF589,6
93FEC60408E0F83D,5
7C58A190,5
